1,21608,Cruiser,92,0xa6d1...b759,12,12,14,9,13,7,Struthiomimus'spine,Elasmosaurus'paws,Labocania'leg,Struthiomimus'skull,Elosaurus 'ribs,Nanosaurus'tail,1.00
86,18014,Warship,84,0x6399...1B1f,7,13,12,11,15,6,Tienshanosaurus'spine,Edmontosaurus'paws,Elasmosaurus'leg,Archaeopteryx'skull,Tenontosaurus'ribs,Aegyptosaurus'tail,0.20
170,7759,Destroyer,61,0x5e48...36C5,6,15,9,7,14,13,Iguanodon'spine,Pterodactylus'paws,Lycorhinus'leg,Chasmosaurus'skull,Corythosaurus'ribs,Cryptoclidus'tail,0.19
218,2731,Cruiser,3,0xA848...Bf20,12,6,13,5,7,6,Enigmosaurus'spine,Giganotosaurus'paws,Ornitholestes'leg,Scelidosaurus'skull,Aragosaurus'ribs,Allosaurus'tail,0.11
203,13389,Destroyer,16,0x5DB3...a8a1,15,15,11,7,11,15,Argentinosaurus'spine,Triceratops'paws,Criorhynchus'leg,Psittacosaurus'skull,Monoclonius'ribs,Compsognathus'tail,0.27
234,17494,Destroyer,12,0x52c4...6A33,10,15,13,7,14,13,Struthiomimus'spine,Spinosaur'paws,Heterodontosaurus'leg,Indosaurus'skull,Iguanodon'ribs,Laosaurus'tail,0.21
239,3020,Destroyer,26,0xcbfc...5842,11,15,14,6,7,13,Hypselosaurus'spine,Plateosaurus'paws,Hylaeosaurus'leg,Spinosaurus'skull,Liliensternus'ribs,Anchisaurus'tail,0.20
240,33061,Destroyer,88,0x0df4...8069,12,14,9,6,6,8,Ceratosaurus'spine,Segnosaurus'paws,Ornitholestes'leg,Arctosaurus'skull,Arctosaurus'ribs,Tsintaosaurus'tail,0.27
254,16843,Frigate,95,0x171a...A39c,10,10,10,12,11,10,Criorhynchus'spine,Deinocheirus'paws,Dromaeosaurus'leg,Liliensternus'skull,Kunmingosaurus'ribs,Edmontosaurus'tail,0.10
251,173,Frigate,23,0xd848...12b8,11,9,10,13,13,13,Criorhynchus'spine,Heterodontosaurus'paws,Corythosaurus'leg,Diplodocus'skull,Labocania'ribs,Hypacrosaurus'tail,0.40
