1,21608,Cruiser,92,0xa6d1f1c0A78Ea1d17aa065657Ec7D9c0d6D7b759,12,12,14,9,13,7,Struthiomimus'spine,Elasmosaurus'sail,Labocania'leg,Struthiomimus'skull,Elosaurus 'ribs,Nanosaurus'tail,373.22
86,18014,Warship,12,0x6399fd5f8e89300833c4E2709DbC26B294721B1f,7,13,12,11,15,6,Tienshanosaurus'spine,Edmontosaurus'sail,Elasmosaurus'leg,Archaeopteryx'skull,Tenontosaurus'ribs,Aegyptosaurus'tail,74.44
170,7759,Destroyer,88,0x5e48D4d52E3A47e1eECB6ad655Da0d70EFbe36C5,6,15,9,7,14,13,Iguanodon'spine,Pterodactylus'sail,Lycorhinus'leg,Chasmosaurus'skull,Corythosaurus'ribs,Cryptoclidus'tail,70.60
218,2731,Cruiser,13,0xA848E2AfaA57665316F9b61938A76fDb7663Bf20,12,6,13,5,7,6,Enigmosaurus'spine,Giganotosaurus'sail,Ornitholestes'leg,Scelidosaurus'skull,Aragosaurus'ribs,Allosaurus'tail,40.85
1,21608,Cruiser,92,0xa6d1f1c0A78Ea1d17aa065657Ec7D9c0d6D7b759,12,12,14,9,13,7,Struthiomimus'spine,Elasmosaurus'sail,Labocania'leg,Struthiomimus'skull,Elosaurus 'ribs,Nanosaurus'tail,371.42
86,18014,Warship,12,0x6399fd5f8e89300833c4E2709DbC26B294721B1f,7,13,12,11,15,6,Tienshanosaurus'spine,Edmontosaurus'sail,Elasmosaurus'leg,Archaeopteryx'skull,Tenontosaurus'ribs,Aegyptosaurus'tail,74.28
170,7759,Destroyer,88,0x5e48D4d52E3A47e1eECB6ad655Da0d70EFbe36C5,6,15,9,7,14,13,Iguanodon'spine,Pterodactylus'sail,Lycorhinus'leg,Chasmosaurus'skull,Corythosaurus'ribs,Cryptoclidus'tail,70.57
218,2731,Cruiser,13,0xA848E2AfaA57665316F9b61938A76fDb7663Bf20,12,6,13,5,7,6,Enigmosaurus'spine,Giganotosaurus'sail,Ornitholestes'leg,Scelidosaurus'skull,Aragosaurus'ribs,Allosaurus'tail,40.86
203,13389,Destroyer,70,0x5DB3556bd7b4502E1104994f5a3e71aE5A88a8a1,15,15,11,7,11,15,Argentinosaurus'spine,Triceratops'sail,Criorhynchus'leg,Psittacosaurus'skull,Monoclonius'ribs,Compsognathus'tail,100.28
234,17494,Destroyer,22,0x52c4060F649199B878CB6C3AdF8B67EcE23F6A33,10,15,13,7,14,13,Struthiomimus'spine,Spinosaur'sail,Heterodontosaurus'leg,Indosaurus'skull,Iguanodon'ribs,Laosaurus'tail,78.13
239,3020,Destroyer,36,0xcbfcc99cFCDa588a4814a5Cb4683B4C9869D5842,11,15,14,6,7,13,Hypselosaurus'spine,Plateosaurus'sail,Hylaeosaurus'leg,Spinosaurus'skull,Liliensternus'ribs,Anchisaurus'tail,74.27
240,33061,Destroyer,55,0x0df431421eCa7899C1c5247157Da51606a418069,12,14,9,6,6,8,Ceratosaurus'spine,Segnosaurus'sail,Ornitholestes'leg,Arctosaurus'skull,Arctosaurus'ribs,Tsintaosaurus'tail,100.27
254,16843,Frigate,65,0x171abE77B54652EA927733b86A1263319b88A39c,10,10,10,12,11,10,Criorhynchus'spine,Deinocheirus'sail,Dromaeosaurus'leg,Liliensternus'skull,Kunmingosaurus'ribs,Edmontosaurus'tail,37.14
251,173,Frigate,56,0xd848BbdF7DCDe3D35F4fa8f55D300C6c245412b8,11,9,10,13,13,13,Criorhynchus'spine,Heterodontosaurus'sail,Corythosaurus'leg,Diplodocus'skull,Labocania'ribs,Hypacrosaurus'tail,148.54
260,17570,Warship,20,0x3f706D0D0Dd4573169aBcb6DeE570C89AD687576,7,8,13,8,14,13,Giganotosaurus'spine,Deinonychus'sail,Styracosaurus'leg,Maiasaura'skull,Chindesaurus'ribs,Deinonychus'tail,64.99
217,10977,Assault,5,0x7cb6A13a8b3C19E6c9FfaFEc034Cc92D28548D26,10,12,5,10,6,15,Polacanthus'spine,Nuthetes'sail,Nodosaurus'leg,Carnotaurus'skull,Iguanodon'ribs,Stenonychosaurus'tail,59.42
272,19768,Destroyer,10,0xDDb667C1a75779562aB5d3a6263e0488786648EE,10,15,6,14,11,9,Oviraptor'spine,Criorhynchus'sail,Yangchuanosaurus'leg,Ichthyosaurs'skull,Lufengosaurus'ribs,Baryonyx'tail,70.56
14341,3134,Assault,62,0xF78A1fAFBe69c80A559b593702801CfE763b313D,12,10,9,5,6,13,Dilophosaurus'spine,Stenonychosaurus'sail,Torosaurus'leg,Gastonia'skull,Stegoceras'ribs,Lambeosaurus'tail,52.11
1,21608,Cruiser,92,0xa6d1f1c0A78Ea1d17aa065657Ec7D9c0d6D7b759,12,12,14,9,13,7,Struthiomimus'spine,Elasmosaurus'sail,Labocania'leg,Struthiomimus'skull,Elosaurus 'ribs,Nanosaurus'tail,372.12
86,18014,Warship,12,0x6399fd5f8e89300833c4E2709DbC26B294721B1f,7,13,12,11,15,6,Tienshanosaurus'spine,Edmontosaurus'sail,Elasmosaurus'leg,Archaeopteryx'skull,Tenontosaurus'ribs,Aegyptosaurus'tail,74.42
170,7759,Destroyer,88,0x5e48D4d52E3A47e1eECB6ad655Da0d70EFbe36C5,6,15,9,7,14,13,Iguanodon'spine,Pterodactylus'sail,Lycorhinus'leg,Chasmosaurus'skull,Corythosaurus'ribs,Cryptoclidus'tail,70.70
218,2731,Cruiser,13,0xA848E2AfaA57665316F9b61938A76fDb7663Bf20,12,6,13,5,7,6,Enigmosaurus'spine,Giganotosaurus'sail,Ornitholestes'leg,Scelidosaurus'skull,Aragosaurus'ribs,Allosaurus'tail,40.93
203,13389,Destroyer,70,0x5DB3556bd7b4502E1104994f5a3e71aE5A88a8a1,15,15,11,7,11,15,Argentinosaurus'spine,Triceratops'sail,Criorhynchus'leg,Psittacosaurus'skull,Monoclonius'ribs,Compsognathus'tail,100.47
234,17494,Destroyer,22,0x52c4060F649199B878CB6C3AdF8B67EcE23F6A33,10,15,13,7,14,13,Struthiomimus'spine,Spinosaur'sail,Heterodontosaurus'leg,Indosaurus'skull,Iguanodon'ribs,Laosaurus'tail,78.29
239,3020,Destroyer,36,0xcbfcc99cFCDa588a4814a5Cb4683B4C9869D5842,11,15,14,6,7,13,Hypselosaurus'spine,Plateosaurus'sail,Hylaeosaurus'leg,Spinosaurus'skull,Liliensternus'ribs,Anchisaurus'tail,74.42
240,33061,Destroyer,55,0x0df431421eCa7899C1c5247157Da51606a418069,12,14,9,6,6,8,Ceratosaurus'spine,Segnosaurus'sail,Ornitholestes'leg,Arctosaurus'skull,Arctosaurus'ribs,Tsintaosaurus'tail,100.47
254,16843,Frigate,65,0x171abE77B54652EA927733b86A1263319b88A39c,10,10,10,12,11,10,Criorhynchus'spine,Deinocheirus'sail,Dromaeosaurus'leg,Liliensternus'skull,Kunmingosaurus'ribs,Edmontosaurus'tail,37.21
251,173,Frigate,56,0xd848BbdF7DCDe3D35F4fa8f55D300C6c245412b8,11,9,10,13,13,13,Criorhynchus'spine,Heterodontosaurus'sail,Corythosaurus'leg,Diplodocus'skull,Labocania'ribs,Hypacrosaurus'tail,149.17
260,17570,Warship,20,0x3f706D0D0Dd4573169aBcb6DeE570C89AD687576,7,8,13,8,14,13,Giganotosaurus'spine,Deinonychus'sail,Styracosaurus'leg,Maiasaura'skull,Chindesaurus'ribs,Deinonychus'tail,65.26
217,10977,Assault,5,0x7cb6A13a8b3C19E6c9FfaFEc034Cc92D28548D26,10,12,5,10,6,15,Polacanthus'spine,Nuthetes'sail,Nodosaurus'leg,Carnotaurus'skull,Iguanodon'ribs,Stenonychosaurus'tail,59.67
272,19768,Destroyer,10,0xDDb667C1a75779562aB5d3a6263e0488786648EE,10,15,6,14,11,9,Oviraptor'spine,Criorhynchus'sail,Yangchuanosaurus'leg,Ichthyosaurs'skull,Lufengosaurus'ribs,Baryonyx'tail,70.86
274,28018,Frigate,0,0x23C182Ea9776d4a1d488bD34163d70851A9F3ccc,7,11,10,13,7,12,Brachiosaurus'spine,Diplodocus'sail,Mosasaurus'leg,Dimorphodon'skull,Tenontosaurus'ribs,Coelophysis'tail,46.62
316,11014,Transport,55,0x252112ba36b29FbE0c52a5E5F060Bf4fCA3563be,13,9,11,12,11,13,Argentinosaurus'spine,Mamenchisaurus'sail,Dimetrodon'leg,Hypsilophodon'skull,Aepisaurus'ribs,Cryptoclidus'tail,78.39
323,14571,Cruiser,30,0x694234581c72978990A6e2B99ADA8A709D6C577B,11,6,14,14,7,6,Techhnosaurus'spine,Hadrosaurus'sail,Aepisaurus'leg,Polacanthus'skull,Giganotosaurus'ribs,Aegyptosaurus'tail,48.56
330,15967,Assault,3,0x7684C9a800d27B413158B108EFe99D9779410b00,6,13,10,8,14,15,Tsintaosaurus'spine,Edmontosaurus'sail,Ceratosaurus'leg,Labocania'skull,Yangchuanosaurus'ribs,Lesothosaurus'tail,64.99
371,13177,Destroyer,23,0xdAcCE98f9653341C1a6085929b3Aafd0B048ce24,5,13,5,9,13,8,Aepisaurus'spine,Carnotaurus'sail,Carcharodontosaurus'leg,Maiasaura'skull,Pachyrhinosaurus'ribs,Ultrasaurus'tail,57.52
367,31746,Warship,89,0x351DB7B6ADca9846FB0E0DBB3d61f57b66b8ed00,9,11,12,12,15,12,Compsognathus'spine,Lycorhinus'sail,Torvosaurus'leg,Ricardoestesia'skull,Tienshanosaurus'ribs,Tyrannosaurus'tail,112.05
387,13530,Destroyer,34,0xcfF62903dbBBCCA0EFCB8474A8A901f83Af5a09F,10,15,8,6,6,5,Barosaurus'spine,Mussaurus'sail,Cryptoclidus'leg,Ornitholestes'skull,Lufengosaurus'ribs,Struthiomimus'tail,56.03
300,9430,Frigate,50,0x4fb3074b7579f9446Ced5B081274Ea5e91e110bE,6,6,8,9,8,6,Jurassosaurus'spine,Dimetrodon'sail,Tsintaosaurus'leg,Laosaurus'skull,Archaeopteryx'ribs,Pteranodon'tail,65.37
393,19586,Destroyer,4,0x47799d101f23cBF1d66b995C7cb118e89Cd59e08,7,16,10,9,10,15,Mandschurosaurus'spine,Spinosaur'sail,Deinonychus'leg,Cryptoclidus'skull,Triceratops'ribs,Triceratops'tail,65.37
411,9141,Assault,37,0x9eBe8C186ac8FdeF3d610053fF4433a3B8ba31D5,8,12,14,14,5,15,Hypselosaurus'spine,Acrocanthosaurus'sail,Tuojiangosaurus'leg,Nuthetes'skull,Stegosaurus'ribs,Styracosaurus'tail,56.03
414,6907,Warship,35,0x51a6010Ac5F2e4F34303ec77cFFF58A88486A1D3,5,12,11,8,15,13,Spinosaurus'spine,Nuthetes'sail,Labocania'leg,Oviraptor'skull,Minmi'ribs,Plesiosaurs'tail,59.76
427,10928,Destroyer,44,0x286564dA762E5b07ab8Bae49b92381c35115627F,8,15,7,5,5,12,Dromaeosaurus'spine,Pentaceratop'sail,Ornitholestes'leg,Lufengosaurus'skull,Ornithischians'ribs,Ingenue'tail,52.29
433,17539,Destroyer,29,0x8d6ed703e4adBAD88689aaF791427558027886dC,12,13,6,5,7,12,Velociraptor'spine,Segnosaurus'sail,Troodon'leg,Mosasaurus'skull,Stegoceras'ribs,Quetzalcoatlus'tail,56.03
420,15278,Cruiser,77,0x9c519D4d7f99782E4835566a6777895840A6449b,11,5,13,5,8,11,Andesaurus'spine,Suchomimus'sail,Triceratops'leg,Deinocheirus'skull,Psittacosaurus'ribs,Pterodactylus'tail,44.82
434,2615,Destroyer,86,0x8571bD67348a571350ee8992fD1dee4Dc472BC40,14,15,9,10,14,8,Indosaurus'spine,Pterodactylus'sail,Parasaurolophus'leg,Chasmosaurus'skull,Seismosaurus'ribs,Brontosaurus'tail,85.79
462,10228,Cruiser,10,0x3297891863320d846f26A836FCF0d77cb6A80507,12,11,14,14,10,10,Laplatasaurus'spine,Diplodocus'sail,Nanosaurus'leg,Regnosaurus'skull,Gastonia'ribs,Corythosaurus'tail,82.06
482,28428,Assault,32,0x0c5944e7A7577D691dA604842F234B408163Ed91,6,6,8,8,7,14,Baryonyx'spine,Hadrosaurus'sail,Laplatasaurus'leg,Caudipteryx'skull,Indosaurus'ribs,Triceratops'tail,7.46
533,22522,Cruiser,1,0xa6aaCE3247108da0c8159B3F7966121b13A90DB4,15,12,15,15,12,8,Yangchuanosaurus'spine,Baryonyx'sail,Deinocheirus'leg,Alectrosaurus'skull,Criorhynchus'ribs,Troodon'tail,55.95
518,8709,Warship,43,0x19e679A6ca088a65C67F4D80B37EB02a45A83942,5,5,5,6,8,5,Polacanthus'spine,Suchomimus'sail,Ornithischians'leg,Aepisaurus'skull,Mandschurosaurus'ribs,Hypselosaurus'tail,33.57
488,12082,Warship,8,0xaaB5De5f66e8f9619098481f8Ab34d34B1733160,9,10,11,10,14,5,Spinosaur'spine,Aragosaurus'sail,Acrocanthosaurus'leg,Dimetrodon'skull,Nuthetes'ribs,Pachycephalosaurus'tail,52.22
539,2713,Cruiser,85,0x8f805DCd2578d840F687d4aEb1bec1317e4d5c7E,6,6,15,14,6,15,Euhelopus'spine,Hypacrosaurus'sail,Struthiomimus'leg,Apatosaurus'skull,Yangchuanosaurus'ribs,Adasaurus'tail,37.30
521,26726,Frigate,27,0xB057B6eb92eB60c743D913880e2eA7308a7F2dd8,6,6,7,15,13,9,Seismosaurus'spine,Coelophysis'sail,Antarctosaurus'leg,Hadrosaurus'skull,Nanosaurus'ribs,Antarctosaurus'tail,41.03
547,14014,Assault,47,0x76bCEcB975a2233f3388485083d2D9Ddf232C394,11,10,8,9,11,14,Kunmingosaurus'spine,Pteranodon'sail,Lufengosaurus'leg,Lycorhinus'skull,Ingenue'ribs,Dromaeosaurus'tail,37.30
552,15544,Destroyer,45,0x0BF12862cCCf66ed06f1d102Db3CeC8aD94a1CeC,14,15,14,10,8,5,Adasaurus'spine,Stegoceras'sail,Drinker'leg,Barosaurus'skull,Jurassosaurus'ribs,Elmisaurus'tail,63.41
584,34139,Destroyer,15,0x1d19Cfc5331049E7b5558dB6B3387816C1920392,8,15,11,9,13,8,Spinosaur'spine,Psittacosaurus'sail,Procompsognathus'leg,Tsintaosaurus'skull,Protoceratop'ribs,Alectrosaurus'tail,41.03
